Stock,Weight
AAPL,0.06700878298523559
AMT,0.0
BKNG,0.1313499814967009
CMCSA,0.1190786077302587
CVS,0.1094952347001773
DHR,0.0
GD,0.08638033761792013
HON,0.0
INTC,0.0
LLY,0.072793154467856
MCD,0.0
MRK,0.04066278460185725
NFLX,0.1926244879020092
PFE,0.0414930618632801
PYPL,0.1391135666347047
