Stock,Weight
AAPL,0.0
ABBV,0.0
ABT,0.0
ACN,0.1729717241779384
ADBE,0.0
BAC,0.0
BKNG,0.1769930593641658
BMY,0.08728788149900951
CL,0.2312607903331587
CMCSA,0.0
COST,0.0
CVS,0.04205906511857209
DHR,0.0
DIS,0.0
DUK,0.0
GD,0.0
HD,0.0
HON,0.01394861527737588
INTC,0.0
INTU,0.0
JPM,0.0
LIN,0.0
LLY,0.0575670597737619
MCD,0.0
MDLZ,0.0
MET,0.0
MRK,0.00778874599001706
NFLX,0.1347528725636399
PEP,0.07537018590236064
PYPL,0.0
