Stock,Weight
AAPL,0.0
BAC,0.06843976830246325
BKNG,0.1777308345076859
CL,0.1377297067075429
CMCSA,0.1047168112162733
COP,0.0
COST,0.0
CVS,0.0
DHR,0.0
DIS,0.0
DUK,0.0
GD,0.0
GS,0.0
HD,0.0
INTC,0.009753140020589924
JPM,0.0
LIN,0.0
MCD,0.0
MDLZ,0.0
MDT,0.2314616290884391
MET,0.08520691740383117
MRK,0.02471811667178275
NFLX,0.1357895104706667
PEP,0.0
PYPL,0.02445356561072508
