Stock,Weight
AAPL,0.1555976735372633
ABT,0.09870087304366566
AMGN,0.07824529225736016
CHTR,0.02791499375411461
COF,0.07994200614005861
DIS,0.08979326626480442
GOOGL,0.02467660785539233
INTC,0.05137486619978687
LLY,0.1798436362678888
PYPL,0.2139107846796653
