Stock,Weight
AAPL,0.1321677972323914
ABBV,0.0
ABT,0.1188223330294372
ACN,0.1028497462501588
ADBE,0.0
AMT,0.0
BAC,0.007830567200913262
CMCSA,0.0
COP,0.05958372763454312
COST,0.1773443686992424
DHR,0.0
DIS,0.08148161050816859
GS,0.0
INTC,0.03062014206938863
LLY,0.1242129681164025
MDLZ,0.0
MDT,0.0
MRK,0.0
PEP,0.0
PYPL,0.165086739259354
